education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
本科,165,--,--,--,双鱼座,--,牛,--,"24,42","不限,",不限,不限,不限,不限,小雨,未婚,海淀,相信缘分，相信爱情，希望能找到自己的真爱
高中中专及以下,155,暂未购车,独自租房,48,处女座,汉族,鼠,O,"30,45","170,178",不限,不限,不限,广西桂林国外,半個，你,未婚,南宁,幸福，100个人，就有100个不同的理解。但对于我来说，幸福，就是坐在对面看着辛苦了一天的你，美滋滋的吃着我亲手煮都菜；幸福，就是和我看一场…...
本科,162,--,--,58,水瓶座,汉族,马,B,"45,56","170,187",不限,大专或以上,不限,福建厦门,莲花百合,离异,厦门,您在哪里？让我们一起做个伴吧，随着阳光朝起夕落。。。。...
本科,166,--,--,--,摩羯座,--,鼠,--,"24,39","不限,",不限,不限,不限,不限,NancyFang,未婚,福州,茫茫人海中，寻找自己的另一半。希望能找到属于自己的幸福。
大专,161,--,与父母同住,--,白羊座,汉族,鼠,B,"25,35","175,186",不限,不限,不限,上海,芯儿,未婚,长宁,我是一个普通的人，喜欢阅读，旅游，音乐，看电影。可能工作的关系，接触的都是长辈，渐渐和同龄人有了隔阂，身边朋友也越来越少，曾经活…
大专,159,暂未购车,已购住房,50,射手座,汉族,龙,A,"30,60","168,178",汉族,不限,不限,广东,秀秀,未婚,深圳,"茫茫人海中希望找到我的真爱!不离不弃,共同创造幸福美好人生."
大专,160,暂未购车,暂未购房,45,摩羯座,壮族,鼠,O,"24,34","165,185",不限,不限,未婚,广西,阳光小护士,未婚,南宁,"一个欣赏简单生活简单爱的女子,　你不一定要有多优越的物质条件        ,但一定要够坦诚，专一，脾气好,我们彼此可以有不同的爱好,却一定要有相同的生活理念和生活目标,一起营造一…"
本科,166,已购车（中档型）,已购房,52,双鱼座,汉族,鸡,AB,"35,47","174,190",不限,大专或以上,不限,广东广州广东佛山,悠悠,离异,广州,"其实幸福离我们很近,不像摘不下来的星星.    幸福=他+她.    执子之手，与子偕老.这该是一幅最美的风景...."
本科,162,暂未购车,暂未购房,46,双鱼座,汉族,牛,其它,"24,39","不限,",不限,不限,不限,不限,豆豆,未婚,杭州,"静静生活在这座城市,两点一线的生活很孤单,很平淡```期待幸福的降临,不需要轰轰烈烈,只希望执子之手,与之偕老````就像那首歌所唱的:我能想到最浪…..."
本科,165,暂未购车,与父母同住,50,处女座,汉族,虎,O,"24,41","不限,",不限,不限,不限,不限,甜甜,未婚,沈阳,真心希望我能在彼此交换的眼神中找到希望。。。。。。。。。...
大专,158,暂未购车,独自租房,55,双鱼座,汉族,狗,A,"55,60","174,180","汉族 <font color=""#848284"">*</font>",大专,离异丧偶,广东深圳,红玫瑰,离异,深圳,　　我在等一个人，一个愿意走进我生命，分享我喜怒哀乐的人，一个也许没能参与我的昨天，却愿意和我携手走过每一个明天的人，一个知道我不完美，却依然喜欢我，甚至连我的不完美也一并欣赏的人…
本科,162,已经购车,已购住房,49,天秤座,蒙古族,鸡,B,"38,48","175,182",不限,本科,不限,山东青岛,相信自己,未婚,青岛,有时候，明明知道爱上那个人是个错误，却还是执迷不悟地爱了； 有时候明明知道这条路的艰辛，却还是跌跌撞撞地走过了； 有时候，明明知道自己的心在难过，却还是勉勉强强地笑了； 有时候，明…
大专,165,已经购车,已购住房,55,摩羯座,汉族,虎,O,"68,75","172,190",不限,不限,不限,河南海南上海北京,你好,离异,郑州,"本人离异独居,身高165公分体重110斤,高校退休,经济独立婚姻自主来去均可,没有任何负担。相片是2018年电脑视频照。本人不烟，不酒，不麻，不舞,不股，没有不良嗜好。希望在佳缘遇…"
大专,161,暂未购车,已购住房,62,射手座,汉族,鸡,O,"64,70","170,180",不限,大专或以上,离异,北京,善之美,离异,朝阳,本人热爱生活，性情随和，身体健康，热爱健身运动和食疗养生，真诚择偶。家住北四环留二流灸医柳丝赳赳，找一个相互爱慕的伴侣。      祝愿大家早日结情缘，手牵手早日回家！......
本科,172,已购车（豪华型）,已购房,56,射手座,汉族,狗,B,"36,46","178,190",不限,本科,不限,山东青岛,ps,未婚,青岛,喜欢看看书，晒晒太阳，有假期的时候喜欢出去旅游。凡事不会强求，喜欢顺其自然。为人真诚，善良。喜欢吃巧克力，喜欢唱歌，喜欢宠物.本人希望将来男朋友身高在１８０以上，学历大学本科以上，…
大专,157,暂未购车,已购住房,50,射手座,汉族,牛,B,"43,55","165,182",不限,大专或以上,离异,广西南宁,苹果熟悉,离异,百色,经历了一场失败的婚姻，让我明白了需要一个什么样的人生伴侣。自己和自己相处的时间似乎太长了，封锁的心似乎要发霉了……希望能在这样结束单亲生活，为女儿找个爸爸，为自己找份关爱……   …
本科,172,暂未购车,暂未购房,69,双鱼座,汉族,兔,B,"26,27","176,186",不限,大专或以上,未婚,不限,天逸,未婚,烟台,阳光很好的时候，一杯咖啡，一本好书，明亮的落地玻璃窗，爱人在旁，孩子在侧，多美的一幅景象啊。期待你的出现，我们的幸福才刚刚开始…相遇靠的是缘分 相知靠的是沟通 相守靠的是彼此间的信…
大专,160,已购车（中档型）,已购住房,55,金牛座,汉族,兔,AB,"36,42","172,185",不限,本科,不限,浙江,⒈瞬间啲爱,离异,杭州,先脚踏实地 再仰望星空 人间还有很多 值得...
本科,167,已经购车,已购住房,60,射手座,汉族,猴,B,"46,或以上","170,",不限,大专,不限,不限,小仙子,丧偶,南京,"我对幸福的理解～幸福是什么？幸福就是有人爱，有希望，有事做。

我有良好的家庭背景和教育，为人坦诚 乐观积极 善解人意 经济独立思想独立，
丧偶11年 已经走出来 没有孩子，

未…"
硕士,160,已经购车,已购住房,57,狮子座,汉族,虎,--,"58,66","172,181",不限,本科,离异丧偶,天津,泥融飞燕子,离异,河北,"严重警告：凡是独白里有数字联系方式的人不要发信息给我，我认定你们不是要找爱人，而是投资骗子！ 骗子滚远点！骗子滚远点！ 骗子滚出佳缘！ 
你若是拉人头搞投资的或炒外汇的请自重！用Q…"
高中中专及以下,160,暂未购车,已购住房,53,双鱼座,汉族,龙,B,"50,60","172,180",不限,不限,不限,不限,等爱的玫瑰,离异,伊春,我性格开朗，善解人意，诚实善良，虽然生在东北，也富有江南女子的温柔与细腻。时光飞逝，一晃女儿现已大学毕业，在外地工作，此时的我才感到孤独与寂寞，经朋友介绍来到佳缘，真心的想找到一位…
硕士,167,已经购车,已购住房,60,金牛座,汉族,马,AB,"50,64","174,185",不限,大专或以上,不限,湖北武汉上海江苏浙江,雪,丧偶,杭州,我在一所大学任教，我的优点是贤惠、能干、体贴，出得了厅堂，下得了厨房。                                                             有一个女儿已独......
大专,161,已经购车,与父母同住,--,处女座,汉族,兔,--,"22,27","175,180",不限,本科,未婚,北京,谁是谁的谁,未婚,大兴,有些人永远都不会懂得有些事的无奈；有些话的重要；有些爱的沉重。     有些人不是你想遗忘就可以忘记的，他不是电脑里的一幅画，按下删除键就…...
博士,176,暂未购车,已购住房,64,白羊座,汉族,狗,B,"29,49","168,201",不限,本科,不限,广西,shirleychang,离异,南宁,经济独立，个性直爽鲜明又温柔可人。也许我是都市典型“三高”女：身高176，匀称清爽；南开大学管理学博士；高等教育业硕导。个性上典型小资做派：有洁癖，有点儿小虚荣心，爱漂亮，喜欢拥有…
博士,165,暂未购车,需要时购置,--,射手座,汉族,羊,O,"40,49","165,180",不限,硕士,未婚离异,广东广州广东深圳北京上海,风信子,未婚,广州,本人为医学博士，广州某高校教师。性格活泼，很多人介意女性的生育年龄，但最新统计数据提示：中国女性平均寿命比男性高7岁。寻找81年－73年出生的硕士及以上未婚优秀男士。写在前面的话：…
本科,160,已经购车,已购住房,45,双子座,汉族,龙,O,"35,55","170,175",不限,大专,不限,云南昆明,百荷,离异,昆明,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个…
本科,156,暂未购车,已购住房,60,白羊座,汉族,鼠,O,"44,50","170,190",不限,本科或以上,不限,上海,爱猪猪,未婚,徐汇,认识我的人，都说我很幽默，很乐观，很容易相处，很真实善良。我的学历，英语，工作履历。。。。都挺好的..再说了，送给我“礼物”的人，就是知道我在什么单位工作，级别多高，才送的。但现在…
高中中专及以下,165,--,--,60,双子座,汉族,猪,O,"26,36","170,190",不限,不限,不限,不限,坏坏,离异,长春,我在等，等一个懂我、知我、爱我的男人出现，并与他共度一生，不必太帅，无需太有钱，要的只是缘定今生的幸运...
本科,158,--,--,46,天蝎座,汉族,牛,A,"39,57","163,177",不限,本科或以上,不限,广东广州广东深圳,纱丽,未婚,广州,　一生中最大的财富就是能拥有自己相知相爱的人。...
本科,164,暂未购车,暂未购房,55,射手座,汉族,猴,B,"31,48","172,185",不限,大专或以上,未婚,湖南长沙,晏酒卿,未婚,长沙,不得不承认对于某位有可能和我共度一生的人，是有些挑剔的。可是，剩下四五十年甚至更长的日子里，要陪伴一生的人，怎能将就呢？   我认为，将就不是爱情，没有爱情的世界能走多远？   什…
本科,163,暂未购车,住单位房,--,摩羯座,汉族,狗,O,"23,42","155,190",不限,不限,不限,河南郑州,风中蝶舞,未婚,三门峡,众里寻他千百度，蓦然回首，那人却在灯火阑珊处。...
本科,168,已购车（中档型）,已购房,55,白羊座,汉族,狗,B,"33,42","175,186",不限,本科或以上,未婚离异,北京,希希,离异,海淀,找个好男人，疼他一辈子！  希望你不抽烟，好脾气，爱运动～...
大专,164,暂未购车,已购住房,62,金牛座,汉族,羊,AB,"50,56","170,180",不限,不限,不限,黑龙江鹤岗,媚娘,离异,鹤岗,　 我33岁离婚 ， 一直与女儿生活，现在女儿也要工作了，和我不在一个城市，因此倍感孤单，所以真心想找一伴携手共度余生。我目前在国有煤矿工作，是一高级工程师，受过正规的高等教育，煤…
大专,161,已经购车,已购住房,55,射手座,汉族,狗,B,"42,52","170,175",不限,大专或以上,不限,湖南长沙,静静,离异,长沙,自我介绍：本人一事业单位工作，有一子22岁，大学毕业，在读研。本人诚实、善良、爱好运动、喜欢爬山、游泳、散步、旅游。婚姻我认为走在一起是那么回事，能走的出去。如果你也是在长沙市有稳…
大专,168,暂未购车,已购住房,58,摩羯座,汉族,马,其它,"42,55","170,185",不限,大专,不限,不限,玲珑,未婚,海口,有的人与人之间的相遇就像是流星，瞬间迸发出令人羡慕的火花，却注定只是匆匆而过。时间会慢慢沉淀，有些人会在你心底慢慢模糊。然而我却想我在你心里是唯一。......
大专,167,暂未购车,与父母同住,60,白羊座,汉族,猪,A,"34,45","175,190",不限,大专,未婚,上海,罐头,未婚,长宁,"爱情是一种习惯跟依赖，所以我不相信一见钟情。我有点外貌协会，长的磕碜的、没头发的、48岁以上的就不要来骚扰了，谢谢。本人不加Q号，请勿骚扰！！！
 我没有邮票了，请给我免费阅读信件。......"
本科,169,暂未购车,暂未购房,58,狮子座,--,兔,其它,"38,48","175,188",不限,本科,不限,安徽合肥,浅浅一笑,离异,合肥,往后余生                                                                     希望遇着一个有趣的灵魂                                          默然相守   寂静欢喜                                        ......
本科,162,暂未购车,已购住房,55,狮子座,汉族,猪,AB,"33,39","170,180",不限,本科,未婚,上海,Julie,未婚,长宁,老家是湖南株洲，来到上海求学加工作13年了，如果你也是在上海，愿意和我一起共创美好未来的，请停下脚步留意下吧。。        我爱好电影，逛街，渴望旅游；特别爱好音乐，几乎什么音…
硕士,168,已经购车,已购住房,55,巨蟹座,汉族,羊,O,"35,48","173,193",不限,本科,不限,云南昆明,那谁,离异,昆明,生命是漫长的探索和发现，而我等待你，就像在海边站立的孩子，等待另外一个充满好奇的生命，牵手，微笑，也许默默无语，但是不离不弃，形影相随，去享受生命的探索和发现。   如果飞鸟能够和…
大专,163,暂未购车,暂未购房,--,狮子座,汉族,狗,A,"27,39","165,180",不限,高中中专及以下或以上,未婚丧偶,四川成都,凤,未婚,成都,来去世纪佳缘已经几次了，希望下一次再回来是因为回忆我们的美好时光而来！        我不崇尚闪婚，也不希望自己从一个剩女变成离异女，所以我的选择会很慎重，希望你能够理解！    …
大专,156,已购车（经济型）,已购房,--,巨蟹座,汉族,马,A,"46,50","164,177",不限,不限,离异丧偶,湖南长沙,我有我的维生素,离异,长沙,"闲时与你立黄昏
灶前笑问粥可温
生活像微风一样轻轻摇曳，希望能遇到一个人，能牵手走在微风里，相视一笑！..."
硕士,161,暂未购车,已购住房,50,狮子座,汉族,猴,O,"35,45","165,185",不限,本科或以上,未婚,北京上海湖南天津山东湖北美国香港台湾浙江,伊丽莎白,未婚,海淀,"真诚的友谊来自不断地自我介绍，幸福的爱情要把握好天时地利人和，美满的婚姻要靠智慧去经营！下面是我的基本介绍，欢迎有缘的你欣赏了解！
（1）我出生于湘军国藩故里，那儿是个山清水秀，人…"
本科,170,暂未购车,暂未购房,54,处女座,汉族,蛇,AB,"32,38","178,185",汉族,本科,不限,上海,~*寶贝*婷~,离异,杨浦,因为有次不顺的婚姻，所以体验过太多，不再会像小女生那样憧憬，只想找个新的希望。...
大专,176,暂未购车,与父母同住,60,狮子座,汉族,兔,O,"23,32","181,195",不限,大专或以上,未婚,不限,▂_尛釹孓,未婚,大连,让我为你戴你上银白色的钻戒，让我为你穿上白色的礼服，想为早起的你挤牙膏，想为晚起的你做早餐，与你在夕阳下散步，让我守在你的身边一生…...
大专,163,已经购车,暂未购房,56,巨蟹座,汉族,狗,O,"51,60","170,188",不限,大专,不限,国外,洋老咪,离异,加拿大,为人真诚，善良，外貌不错，身材不错，也很自信聪明的我为爱 …… 而今迈步从头越！        (由于我大部分时间都在国外，没有邮票看信，所以有诚意的男士来信请附上邮票，否则我是无…
大专,160,--,--,--,处女座,--,牛,--,"24,42","不限,",不限,不限,不限,不限,τāи⑥,未婚,佛山,世界是现实的，也很清楚“感情是不能当饭吃”的道理，可是每次遇到感情的事，都会盲目的投入...曾经有一个很爱我的人，我却选择去爱一个没…
大专,164,--,--,--,水瓶座,汉族,鼠,O,"25,35","172,189",不限,不限,未婚,福建福州北京上海国外,wella,未婚,福州,仰望透明的幸福    誰能告訴我什麽是幸福    我是一个外表已经长大，心智五十的迷糊小孩，如果你没有足够的诚心，责任心，耐心，爱心，以及    …...
大专,164,--,--,--,双子座,--,牛,--,"24,38","不限,",不限,不限,不限,不限,粉粉,未婚,阳江,我是一个坦率、直话直说，很勇敢的女人，想寻找一个细心的人！
本科,166,暂未购车,已购住房,--,水瓶座,汉族,马,O,"64,75","168,",汉族,不限,不限,浙江山东陕西,红霞,离异,唐山,我是一个很苦的女子：也是一个很优秀的女子。各方面条件优佳，容貌好身材又匀称，端庄大方有素质有气质多年来一直是男士追求的目标，文化素质也高，河北师大本科毕业是高中教师，当过教务主任教…
大专,162,暂未购车,暂未购房,55,双鱼座,汉族,狗,A,"37,42","170,187",不限,大专或以上,未婚,河北唐山,零下八度,未婚,唐山,蓦然回首心戚戚，有缘的你在哪？&lt;BR&gt;在熟人眼里我是个善良、温柔美丽的贤妻良母型女孩。在男生眼里，我是那种80％会喜欢，20％也不会讨厌的女生。只可惜自己属于晚熟型品种…
高中中专及以下,160,--,--,--,射手座,--,虎,--,"23,33","165,185",不限,不限,未婚,湖南长沙,另类吉他手,未婚,长沙,喜欢看看书，弹吉他。凡事不会强求，喜欢顺其自然。为人真诚，善良。喜欢吃巧克力，什么书都看。外貌不错，身材不错，人也很聪明、可爱……
本科,165,暂未购车,暂未购房,54,射手座,汉族,鼠,O,"27,32","177,190",不限,本科或以上,未婚,吉林长春,等爱,未婚,长春,　　很希望能找个优秀靠谱的人牵手一生    　　...
大专,165,暂未购车,已购住房,57,狮子座,汉族,猴,A,"62,70","173,183",不限,不限,不限,不限,无名护师,离异,合肥,首先声明下：如果你欲给我留言，请把我的独白看下，不以找对相为目的，拉人炒股，炒现货，炒外汇，炒油币，搞传销的请绕道！你的资料定要真实（合肥周边市，县城的别滥竽充数合肥市人。你的身高…
大专,160,已经购车,暂未购房,50,天蝎座,汉族,虎,A,"23,33","165,185",不限,大专或以上,未婚,四川成都,小妮,未婚,成都,"开朗是我的性格,喜静是我的爱好.相识是缘,一切随缘...."
高中中专及以下,158,暂未购车,独自租房,--,天蝎座,汉族,鼠,A,"35,45","170,180",不限,大专,未婚离异,重庆,椰茶,未婚,江北,从小到大，经常有人说我挑。我死活不承认，心里那个冤啊～    从来就没想过找啥子很有钱的高富帅，只不过是想忠于自己的心，坚持等待那个对的人出现！    不需要好富足的生活，下班没有…
大专,162,已经购车,已购住房,50,双子座,汉族,羊,O,"42,58","160,190",不限,不限,不限,广东深圳,yoyo,离异,深圳,经过一段失败的婚烟，让我收获了成熟！现在依然相信爱情！我热爱生活，性格开朗！喜欢健身、旅行等！希望能够找到一位有共同兴趣爱好，共同语言，身心健康的男士携手走进未来的人生！本人资料真…
硕士,168,暂未购车,已购住房,50,天蝎座,汉族,鸡,B,"28,40","172,192",不限,本科或以上,未婚,上海北京国外广东,画眉深浅入时无,未婚,浦东新区,81年年底出生于江苏中部的女子，复旦求学，温婉风范。乌镇，年华似水。梦里西塘，幽幽兰香浮动。行尽江南，切切思君。愿得一心人，白首不相离！  本人系复旦大学与美国麻省理工斯隆管理学院…
本科,160,--,--,--,天秤座,--,鸡,--,"40,50","170,185",不限,本科,不限,山西,有缘,离异,临汾,找个合意的伴侶，幸福的走以后的路。希望在这里和你相遇。
高中中专及以下,160,暂未购车,暂未购房,54,射手座,汉族,猪,--,"不限,","170,190",不限,本科,不限,北京,蓝离散星,离异,昌平,希望未来的你知性，有担当，有责任心，宽容，大智若愚。准备结婚的找我。...
大专,165,已购车（豪华型）,已购住房,52,白羊座,汉族,虎,--,"39,45","170,185",不限,本科或以上,不限,不限,雨晨,离异,广州,来这里的时间有点久，没有遇到也没有刻意去找。喜欢健身、美食、旅行、插花、爱臭美爱得瑟，偶尔会小酌几杯。希望有缘的你早点出现吧，最好是广州同城，本人资料真实，乱七八糟的人请勿扰，不要…
大专,158,暂未购车,暂未购房,45,处女座,汉族,狗,O,"27,37","163,183",不限,大专或以上,未婚,广东深圳,婷婷,未婚,深圳,在我眼里，爱情不仅仅需要的是信任，更多的是执着，对生活的执着，对希望的执着，对生命的执着，这都是支撑爱情的基础，让爱情之花从尘埃里开出来，绚烂绽放。......
本科,158,暂未购车,已购住房,48,天秤座,汉族,鸡,O,"55,65","168,180",不限,大专,不限,不限,秋光明媚,离异,茂名,经朋友推荐，我加入佳缘网。想通过这个平台，找到一个有能力而富有责任心，懂生活而富于情趣的健康优秀男士，为自己的心找一个家。        本人端庄秀丽，温婉文雅，知书达理，善解人意…
硕士,164,已购车（豪华型）,已购住房,52,巨蟹座,汉族,蛇,--,"43,55","175,194",不限,大专,不限,不限,秀外慧中,未婚,南宁,（不看申明的来信一律删除或拉黑！不得已的申明：相信通情达理的您不会一来信或彼此没有一点了解的情况下要求加微信或QQ的，对吗？若您是我怎办？拉黑对方？删信？哦～我都不忍，所以善解人意…
本科,162,已购车（中档型）,已购房,58,巨蟹座,汉族,鸡,O,"45,58","不限,",不限,本科,未婚离异,上海美国台湾香港,幸福心,离异,长宁,"不知道上帝为我安排了一段怎样的人生，却始终相信“他”一定在某处等着我；       
      我是土生土长的上海人，健康阳光特别显年轻，属鸡巨蟹座，华师大毕业，做过幼儿教师，成…"
大专,163,已经购车,已购住房,60,处女座,汉族,龙,O,"55,65","170,180",不限,大专,丧偶,北京,好心人,丧偶,密云,"我用一颗真诚的心，在这里寻找自己的伴侣.等待愿和我一起相互搀扶,相互依靠,相互温暖,相互信赖,相互包容,相互牵着彼此的手,心对心的走向夕阳彼岸的他。我如果选择了你一定做到，不论荣华…"
大专,160,暂未购车,已购住房,--,金牛座,汉族,龙,O,"73,78","169,180",不限,大专或以上,离异,广东深圳广东珠海北京上海,贞子,离异,广州,出身知识分子家庭. 我相貌端庄、气质高雅、体态丰满。总是给人一种敬而远之的感觉，把与生俱来的温柔善良、热情幽默一一掩盖。             我重情重义。崇尚爱情。追求爱情。 …
大专,162,暂未购车,住单位房,48,天蝎座,汉族,猪,--,"50,58","173,177",不限,大专,不限,不限,飘渺,离异,沙坪坝,对于未来，我从来不作梦想，我只在努力认识现实。梦想是无用的。在此年头儿，存着如何梦想的人，若非是冷静到没有气，便无法存活下去。...
本科,175,已购车（豪华型）,已购房,20,白羊座,回族,虎,B,"不限,","180,200",不限,不限,未婚,上海,梅紫,未婚,普陀,我1989年的，活泼开朗平时很爱笑，热爱生活热爱小动物，喜欢运动，平时工作挺努力敢拼搏，生活中温柔大方，希望找个男朋友一起相守白首不分离，真诚找男朋友，非诚勿扰......
本科,160,暂未购车,独自租房,48,处女座,汉族,猪,B,"36,45","170,180",不限,本科,未婚离异,不限,脉脉,未婚,大兴,我本人大学本科毕业，学的是国际经济与贸易专业，2008年开始在北京工作，先在一家私营企业全面主持了5年进口工作，后来转到另外一家私企做出口业务市场拓展，大概一年半后发现公司运营管理…
大专,156,暂未购车,独自租房,--,白羊座,苗族,狗,AB,"35,40","170,178",不限,大专,未婚离异,重庆,记得吗？,离异,沙坪坝,一段短暂而失败的婚姻让自己伤透了心，已过了耳听爱情的年纪，只相信握在手里的和留在身边的才是最真的。...
大专,160,暂未购车,与父母同住,47,双子座,汉族,狗,AB,"31,46","170,185",不限,大专或以上,未婚,上海,小双,未婚,浦东新区,我是一个活泼开朗大方，喜欢吃好吃的东西，喜欢听音乐，旅游。个性比较直爽，希望大家都是真心的交朋友的，能寻找自己的一份缘份。没有实名认证的也不用发信，什么金创汇服，博彩，理财，请自重…
大专,160,--,--,--,巨蟹座,--,兔,--,"22,32","165,185",不限,不限,不限,重庆,小叶,未婚,铜梁,"一个人生活有时真的很无聊好想找个人陪我说说话,不知道那个肯陪我说话的他在哪里呢？"
大专,170,暂未购车,独自租房,--,巨蟹座,汉族,牛,O,"24,34","175,195",不限,不限,不限,陕西,快乐宝贝,未婚,西安,平平淡淡才是真...
本科,166,暂未购车,与父母同住,--,水瓶座,--,兔,--,"22,30","171,191",不限,本科或以上,未婚,不限,PL,未婚,苏州,找呀找呀找朋友    大家不要发有邮票的邮件给我 要发就发免费的吧 弄那个太烦啦 谢谢合作^_^...
高中中专及以下,164,暂未购车,暂未购房,55,摩羯座,汉族,羊,B,"38,45","175,190",不限,不限,未婚,广东,lanmeigui,未婚,深圳,"首先声明：本人绝对不是托。 资料完全真实，无任何欺骗和隐瞒。 
 我就是我，不一样的烟火。不是我不愿意结婚生子，只是没碰到一个能让我愿意和他结婚生子的人。
 我对感情比较自私，不能…"
本科,163,--,--,--,双子座,--,牛,--,"24,38","不限,",不限,不限,不限,不限,林舞天崖,未婚,渭南,平淡是一种福份，了解是莫大的幸福，相识是缘！
本科,160,--,--,--,处女座,--,羊,--,"24,41","不限,",不限,不限,不限,不限,萧西,未婚,西安,希望通过这个平台，结识更多兴趣相同的朋友，寻找更多关于事业的机遇和经验，历练自己，发现自己······
大专,160,--,已购住房,--,双鱼座,汉族,牛,O,"24,29","175,185",不限,本科,未婚,重庆渝中,低调,未婚,渝中,一切随缘，爱情需要的彼此的真心包容付出理解...
本科,168,暂未购车,暂未购房,60,天秤座,汉族,狗,B,"51,58","172,185",不限,本科,离异丧偶,北京,芷若,丧偶,朝阳,一个人的天空很蓝，蓝的有点忧郁。一个人的日子自由，自由的有点孤单；一个人的日子，背影多了份孤独，身边少了份快乐；一个人的日子，心灵多了份宁静，面容添了一丝忧郁……有人心疼我的那一份…
本科,159,暂未购车,住单位房,--,处女座,满族,鸡,--,"28,38","170,175",不限,本科或以上,未婚,不限,七色彩虹,未婚,深圳,"我一直等待着你,如果你来拉住了我的手,我们就再也不松开,无论何时何地,何种境遇!                       　拉着手，我们一起登山,看海,阅读,跳舞,相偎,远行.…"
大专,158,已经购车,已购房,49,处女座,汉族,狗,O,"35,42","168,178",不限,不限,不限,广东广州,飘,未婚,广州,是我没有遇见缘分，还是没有遇见你，无论外面的世界如何纷繁复杂，只想和你过一种简单的生活，相濡以沫，白头到老。    我是真诚地、希望找到那个合适的人，好好去相处，是奔结婚为目的去相…
本科,165,--,--,--,天蝎座,--,狗,--,"23,42","155,190",不限,不限,不限,天津,美好,未婚,红桥,喜欢看看书，晒晒太阳，有假期的时候喜欢出去旅游。凡事不会强求，喜欢顺其自然。为人真诚，善良。喜欢吃巧克力，喜欢唱歌，喜欢宠物，什…
本科,162,暂未购车,已购住房,52,摩羯座,汉族,虎,O,"37,49","170,180",不限,大专,不限,北京,飞翔,离异,朝阳,"女人是本书,能读懂这本书的人就是爱你和你爱的人,也许,他就在你的身边,你不知道而已.            经历过一份失败的婚姻后,才更加觉得爱的珍贵;爱象一块玉,需要双方的呵护,…"
大专,160,--,--,--,双子座,汉族,虎,其它,"24,42","不限,",不限,不限,不限,不限,傻囡,未婚,江门,我，不过一个平凡的四川女孩，淹没在深圳这个繁华的大都市，我没有出众的样貌，没有自豪的学历，我，仅仅只是个平凡不能再平凡的女子而也~   …...
本科,167,暂未购车,已购住房,54,天秤座,蒙古族,虎,B,"31,37","175,190",不限,本科,未婚,北京,鑫儿,未婚,丰台,总有人问，你理想中最好的爱情是什么样的。我说，大概就是，外面阴雨，我俩一起在房间里红酒配薯片吧。也不需要高谈阔论，不需要指点江山，就是一起眨眨眼，聊聊段子，谈谈八卦。在外面打拼太久…
本科,168,已经购车,暂未购房,65,天秤座,汉族,鼠,O,"35,41","175,",不限,不限,未婚,北京,爱笑的女生运气都不错,未婚,朝阳,不找羊和马的。。。。。。。。。。。。。。...
本科,165,暂未购车,已购房,60,巨蟹座,汉族,兔,A,"55,67","168,185",不限,大专,未婚离异,不限,ya ning,离异,九龙坡,找个诚心过日子的男士。一起旅行，生活中相互扶持，走过你我的这一生，如果能死后葬在一起就是最好的。没有照片者，请绕道。...
大专,165,已经购车,已购住房,51,天蝎座,汉族,狗,O,"35,45","178,189",不限,不限,不限,不限,果烁,离异,常州,"先看个人介绍再写信，谢谢。 
（1，必看条件；
 本人相亲，不交友，有短暂婚姻史，没孩子。(最好对方也没有孩子，或者只有一个10岁以内)。异地不考虑，身高178以上，看清楚，符合条…"
大专,164,已经购车,已购住房,65,水瓶座,汉族,牛,B,"58,68","170,190",不限,不限,不限,江苏上海浙江福建,lan,丧偶,南京,本人身体健康.性格直爽.宽容善良.待人真诚.爱好运动.外表尚可.闲暇时喜欢自驾游.企鹅幸运草。幸运草寻找真心相爱互相扶助的有缘人共渡余生。不是找爱人的请勿打扰.有缘的你一定能相聚，......
大专,164,--,--,--,金牛座,汉族,牛,B,"27,34","175,185",不限,不限,未婚,不限,纪子,未婚,鸡西,曾經擁有的，不要忘記；不能得到的，更要珍惜；屬于自己的，不要放棄；已經數去的，留作回憶！
本科,162,--,住单位房,--,射手座,汉族,虎,B,"20,35","170,185",不限,本科或以上,不限,河南,蓍草,未婚,漯河,……不知道写什么，随便介绍下自己，去年大学毕业，现在高中教书，长得不漂亮，胖乎乎的；性格算是善解人意？但是有时也很任性固执；生活能力…...
本科,168,暂未购车,与父母同住,59,巨蟹座,汉族,马,A,"38,43","173,193",不限,本科,未婚离异,上海,angela,未婚,徐汇,"相逢是缘,相遇更是缘,真实面对!人在每个时点都会有不同的经历!希望不要错过任何一段属于你人生的轨迹！(我没有邮票，只能看免费信件）..."
高中中专及以下,150,暂未购车,独自租房,50,巨蟹座,汉族,鼠,B,"26,30","173,175",不限,不限,未婚,上海,野蛮刺猬,未婚,静安,我是一个追求时尚内心保守的女孩.想找个成熟稳重有责任心的男人。珍惜对方开开心心的过未来日子，期待你的出现。《非诚勿扰》谢谢....
