education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
本科,180,已经购车,与父母同住,74,天秤座,汉族,狗,O,"26,33","160,175",不限,不限,未婚,北京,橘子,未婚,房山,累了该休息休息了，把时间精力都放在了一个看似简单却是不简单的问题上是个错误，顺其自然吧有没有都是命，都快奔四了时间过得好快，在别人都在忙着离婚时我依然在寻找，有人可能会说我的要求太…
博士,168,已经购车,已购住房,60,双鱼座,汉族,蛇,A,"22,33","150,180",不限,本科或以上,不限,不限,陈阳,离异,贵阳,黄牛吁吁往前撑，篾条唧唧把田耕。美丽乡村，新鲜空气...
大专,185,暂未购车,与父母同住,96,巨蟹座,汉族,虎,O,"26,38","158,226",汉族,不限,不限,上海,深蓝色,未婚,徐汇,别动不动就拉黑，举报啊，APP上面第一个功能，就算你不点开也会系统自动发信的啊，每个人都拉黑，你们还是和“僵尸”聊天吧，又不是故意要模板化发的，那叫没办法   三无人员不要发信，奔…
高中中专及以下,177,暂未购车,已购住房,65,水瓶座,汉族,猪,AB,"35,45","155,175",不限,不限,不限,不限,缘份的天空,离异,西城,想有个家，一个真正属于自己的家，不大，素雅、质朴、整洁，无须奢华的装修和繁琐的格式，只要有爱，有阳光，那就够了。最重要的是，它属…
本科,175,暂未购车,暂未购房,70,射手座,汉族,鸡,O,"20,35","160,175",不限,大专或以上,不限,广东广州,木木,离异,广州,成长中淡去的几种情感        当今天的我觉得昨天的我所做的事很幻稚时，我们还在成长；当今天的我觉得跟昨天的我没两样时，我们已经停止成长。      惊喜--已不知有多长时间…
大专,185,--,--,--,狮子座,--,牛,--,"18,23","160,175",不限,不限,未婚,不限,因你我快乐,未婚,遂宁,"我宁愿在我活着的时候，你能多陪我几分钟，也不愿在我死后，我为我守候一整夜。
    我宁愿在我活着的时候，你能温柔地握住我的手，也不愿…"
大专,178,已购车（经济型）,已购房,80,金牛座,汉族,鼠,B,"47,62","150,",不限,不限,不限,辽宁,笑傲天下英雄,丧偶,沈阳,您好，很高兴能在这么多人中看到你，是你阳光般的笑容吸引了我，希望我们能有机会进一步了解彼此！
本科,166,暂未购车,已购住房,74,双子座,汉族,羊,B,"37,42","150,165",不限,不限,不限,广东佛山,天降大任于斯人也,离异,佛山,我不会开车，我不想开车，如有需要，我会购买，另外我一直追求我的事业和爱情，今天我搜索到了世纪佳缘，希望能找到我的一份真爱，长长久久。本人显年轻，我的理念是男女生活在一起必须要有自己…
本科,173,已经购车,已购住房,72,天秤座,汉族,兔,AB,"28,35","156,175",不限,大专,未婚,海南海口,祥龙,未婚,海口,我是一位随和、稳重的男生，海南省海口市人士。喜欢户外运动、热爱大自然生活、追求艺术气息的品质，性格为人真诚热情，开朗大方，睿智、幽默。时常在家里挥墨自娱，外貌可以、身材也不错，人也…
本科,178,暂未购车,独自租房,72,处女座,汉族,猪,AB,"24,35","158,170",不限,大专,不限,广东深圳,寂寞翡冷翠,未婚,深圳,要求：性格好，良好的家庭教育（这个比较重要），孝敬父母，户口工作不限，经济条件好...
本科,174,已经购车,需要时购置,70,天秤座,汉族,虎,--,"30,40","160,173",不限,本科或以上,不限,山东,小院香径,未婚,烟台,有许多话要说，仿佛也不用多说什么。我是名靠谱的居家实用型男人。不张扬，不高调。朴实无华。有时候望着地平线的方向， 我在想， 自己一路走来， 明天又将去向哪里呢。 快乐过也失落过， …
本科,176,暂未购车,已购住房,73,射手座,汉族,羊,A,"18,40","不限,",不限,不限,不限,福建福州,晓翔,未婚,福州,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。        …
本科,185,暂未购车,已购房,75,狮子座,汉族,狗,B,"18,或以上","155,178",不限,不限,不限,北京,我是谁呢,未婚,东城,"80后的北京土著

期待彼此能在这里相识"
大专,180,已购车（经济型）,已购房,70,天蝎座,汉族,狗,O,"26,37","158,176",不限,不限,未婚离异,上海,珍珠奶茶真好喝☜,未婚,黄浦,上海男小伟（貌似已经是中年大叔了）一枚不算高富帅也不算屌丝眼无子一闪岁数伐小了已经被人叫大伯了。再不找一个估计再也行伐到了想找个对眼的就OK了。  自己小显摆一记咱做的菜被朋友评价…
本科,183,已经购车,已购住房,--,双子座,汉族,龙,--,"20,33","160,180",不限,不限,未婚,不限,因为有你,未婚,海淀,合适的晚些也无所谓，遇见彼此相爱何尝是不容易。比较阳光，喜欢摄影，运动，读书，音乐…上的不多，欢迎来信…...
双学士,173,已经购车,已购住房,72,白羊座,汉族,狗,B,"不限,","不限,",不限,不限,不限,江苏,冰释,未婚,无锡,生活时常和我们开着玩笑、你期待什么 什么就会离你越远    你执着谁 就会被谁伤害得最深、所以 做事不必太期待    坚持不必太执着 要学会放    放下不切实际的期待 放下没有结…
硕士,172,已经购车,已购住房,58,白羊座,汉族,狗,--,"47,54","153,169",不限,不限,未婚离异,不限,池先生,未婚,武汉,本人利用佳缘平台诚信交友，希望双方坦诚交流，会员资料的完整度能够体现出第一印象，比如是否有照片，星级诚信度，资料详实度等，如有不方便之处，可以加上本人微信或QQ进行更进一步的了解。…
本科,175,已购车（豪华型）,已购房,80,射手座,汉族,猪,B,"24,35","158,170",不限,不限,不限,不限,今生,未婚,儋州,每一天都为你心跳，每一刻都被你感动，每一秒都为你担心，这种感觉一定非常好。我期待你的到来，期待世界因为你的存在而变的美丽，期待生命的辉煌因为你的加入而变的更加绚丽多彩！......
本科,177,暂未购车,已购住房,75,双鱼座,汉族,鸡,--,"27,37","161,175",不限,不限,未婚,广东,zhangchuangying,未婚,深圳,我资料年龄不对，实际年龄要小，我是高考移民，山东老家高考分数线高，高考非常难，现在好考多了，我是陕西亲戚家高考的，所以年龄不对，我老家山东菏泽，兄弟姐们四个，姐姐，我，妹妹，弟弟，…
大专,169,已购车（经济型）,独自租房,60,摩羯座,汉族,兔,O,"25,30","158,162",不限,不限,未婚,四川成都四川德阳四川资阳,扬,未婚,成都,生日填写错了。我是1988年3月2日，属龙，双鱼座        我们在经历一个速食爱情和快餐婚姻的年代。          分开得越来越快的原因，是因为，没有时间与耐心了解一个人…
本科,175,暂未购车,已购住房,74,双鱼座,汉族,虎,B,"35,48","157,173",不限,大专或以上,不限,四川成都,亮亮火炬,离异,成都,"才华,思想,坚持自己的价值实现.内善外美是我的特征.我是执著的人证."
大专,178,暂未购车,已购住房,90,金牛座,汉族,羊,A,"67,75","160,",不限,不限,离异丧偶,辽宁沈阳,晚情♡♡,离异,沈阳,我是辽宁省沈阳人，我没有烟酒麻舞的习惯，医保社保均有，无任何负担。我很阳光乐观，关心他人、善良为本。通情达理、 正直大度、稳重不沉闷，重感情、身体健康、诚信可靠、儒雅大度；我喜欢音…
本科,163,暂未购车,暂未购房,58,狮子座,汉族,牛,AB,"25,40","155,165",不限,大专,不限,江苏上海广东北京,闲云孤鹤,离异,南京,一个人的日子，享尽了那份孤独和寂寞，也享尽了那一份远远的期待，亲人的温暖，朋友的温暖，还是期待你的手心，有了你，我才能安心幸福地一路走下去。          请慎重给我留言，我…
本科,174,暂未购车,已购住房,70,白羊座,汉族,虎,O,"26,40","150,172",不限,不限,未婚,四川成都湖南,邂逅后的故事,未婚,衡阳,"每个人内心都有一份纯真的爱情观,但愿能延续这份纯真,多一点欢笑,少一点金钱的污浊! 真诚真心待你！两个人能在一起是前世的因缘，是你吗？..."
本科,175,已经购车,已购住房,75,天秤座,汉族,鼠,AB,"22,28","160,170",不限,不限,未婚,不限,鸿,离异,徐州,"愿轻牵你的手,陪你看晨光斜阳,听松涛暮鼓,谈古今趣事,共度一生好时光......"
本科,176,已经购车,已购住房,70,水瓶座,汉族,龙,O,"20,50","150,180",不限,不限,不限,不限,jay,未婚,深圳,一串又一串的偶然，一串又一串的浪漫，王子和公主从此过上了快乐的日子。许多经典童话到此戛然而止，可现实中的恋人们却会因选择结婚，而打开了平凡琐碎的生活之门。然而，我们绝大多数人都要相…
大专,178,暂未购车,暂未购房,95,狮子座,汉族,虎,B,"24,42","160,178",不限,大专,未婚,不限,幸福申请人,未婚,徐汇,我是山东人，工作在上海，填错不可改，请理解！  本来没想过自己会尝试网络情缘，但是听说这里不错，很好奇，也怀着很大的期望，真心希望在这里遇见我的有缘人。  网络并非从来飘渺，重要的…
本科,174,已经购车,与父母同住,72,金牛座,汉族,虎,A,"18,30","155,180",不限,不限,未婚,不限,平,未婚,台湾,有緣會讓我們彼此相識相戀....        期待緣分的到來.........
本科,178,已购车（经济型）,已购房,--,金牛座,汉族,龙,AB,"33,45","不限,",不限,不限,不限,湖南,siras,离异,长沙,随意的来到这里，如果你看到我，说明咱们的相遇是注定的，希望彼此有缘。
大专,172,--,已购住房,78,天蝎座,汉族,虎,A,"38,47","160,167",不限,不限,不限,湖南长沙,平头,离异,长沙," 我是一个很平凡的人 ,喜欢运动,音乐,旅游.为人真诚热情,人生的快乐莫过于和我所爱的人携手走过辉煌和宁静,如有开朗、有爱心的女孩,要是你的心情好那就和我一起去走走，我给你说点花…"
大专,170,已经购车,已购住房,80,水瓶座,满族,狗,A,"30,38","160,165",不限,大专,未婚离异,北京,Alpha,未婚,海淀,我是个北京人今年38岁家住海淀区，目前开出租车的月收入一至两万左右，家里独子有婚房有车，我不挑哪里人都能接受就是体型不能胖个人观点不喜勿喷。想了解更多加微信聊......
本科,172,已购车（中档型）,已购住房,70,双子座,汉族,狗,AB,"28,36","160,168",不限,大专,未婚离异,不限,Michael,离异,渝北,人的一生有很多经历，走过青涩的岁月，有过一段婚姻、有些遗憾、也曾经情绪低落过一年、但是我想有些这些经历也不能阻挡我对生活的热爱、对未来另一半的追求、想找一个和自己性格相合的女人、共…
高中中专及以下,175,暂未购车,独自租房,--,狮子座,--,兔,--,"18,21","150,170",不限,不限,不限,不限,人从众,未婚,宁波,"每当天空格外晴朗 
每当夜晚闪烁星光
每当我们面对希望 
每次想起你的摸样
每次耳边余音回响 
我才发现有些情感无法隐藏 

就算只有一丝阳光…"
本科,175,已经购车,已购住房,75,摩羯座,汉族,鸡,AB,"20,39","155,168",不限,不限,未婚离异,上海,庆有在,离异,闵行,想寻找一个贤惠，性格脾气较好的女性； 缘是天定，分是人为。。。...
本科,178,暂未购车,已购住房,76,天蝎座,汉族,狗,AB,"34,45","不限,",不限,不限,不限,宁夏银川宁夏中卫宁夏石嘴山宁夏吴忠,心灵之缘,离异,银川,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？...
本科,169,已经购车,已购住房,65,水瓶座,汉族,猴,O,"23,30","160,168",不限,不限,未婚,湖南湖北江西,你的爱,未婚,长沙,人生总是在得意与失意间走过    感情总是在爱与被爱之间挣扎    踏进世纪佳缘    期望能遇到你    ——相知、相爱、相惜的另一半        让我们驾着爱情之舟在碧蓝的天…
本科,172,已经购车,已购住房,65,射手座,汉族,虎,A,"22,30","155,180",不限,不限,未婚,广东深圳湖北仙桃湖北潜江,书记,未婚,深圳,真心找结婚对象的。以前上班做服装设计工作目前在南山南油这里做服装批发生意。没多太多心机没有太多条条框框，一起相处大家彼此感觉舒服才是最好的状态。真正的爱情，要懂得珍惜。没有谁和谁是…
大专,178,已经购车,已购住房,71,天秤座,汉族,马,O,"43,48","158,168",不限,不限,离异,重庆,缘,离异,铜梁,相 思 如 镰 总是在这样冰冷的夜晚 梦的颜色很淡很淡 窗外的月牙儿很弯很弯 无法想起那些如风的往事 曾经怎样的昙花一现 是一夜大风使心失去了方向 还是冻伤的枝头梦不到春天 是一场…
本科,176,已经购车,已购住房,78,处女座,汉族,牛,AB,"26,37","160,",不限,不限,未婚离异,山东青岛,dake,未婚,青岛,本人比较平凡，没有大富大贵，算经济适用男吧。全日制本科学历，高考比一本线高二十分。希望借此平台寻找靠谱女一枚。目前是两套房子，一套小的没贷款，一套婚房贷款了。对自己的评价，比上不足…
大专,172,已经购车,已购住房,70,天蝎座,汉族,龙,O,"30,45","160,170",不限,不限,不限,广东深圳,千浪,离异,深圳,我们可以不相信永恒，但是，还是要相信爱情。世界上唯一比被爱更幸福的，就是去爱；唯一比被爱更幸运的，就是在茫茫人海中，找到值得爱的人。我曾经写过一首歌曲《相亲相爱》（晓月演唱），表达…
大专,178,--,--,72,金牛座,--,狗,--,"29,46","158,173",不限,大专,不限,不限,蓝衣天使,离异,深圳,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得佳缘真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。......
本科,178,暂未购车,已购房,68,巨蟹座,汉族,牛,O,"18,37","不限,",不限,不限,未婚,四川成都,风的追求,未婚,成都,人活着要懂得珍惜 珍惜每一份阳光的温暖 珍惜每一口空气的悠然 最终要的是要珍惜每一次心跳的感动 不然的话 当你有一天蓦然回首  却发现一切都已经没有办法重来的时候 就只能一辈子在痛…
高中中专及以下,173,暂未购车,与父母同住,70,金牛座,--,牛,B,"20,23","150,170",不限,高中中专及以下,未婚,广东茂名,心疼,未婚,茂名,性格温柔时温柔，但是如果你把我惹火了我也很暴力的，不过不会进行攻击。我在乎你，我才对你生气。吵架？我有我的理由，你能在我生气的时候安…...
本科,172,暂未购车,与父母同住,65,天秤座,汉族,牛,AB,"20,26","156,163",不限,不限,未婚,山东济南,王子,未婚,济南,人生本来是短的，可是在回忆中变的长起来，幸福本来可以用‘我爱你 \&quot; 造就的很多时候却反而被‘我爱你’连累，真不知道是谁呕心沥血的发…...
硕士,176,已经购车,已购住房,76,处女座,汉族,猪,B,"20,34","162,171",不限,大专,未婚,江苏无锡江苏苏州上海,清风凛然,未婚,苏州,经过了许多，更懂得珍惜。不想挑挑拣拣，只是不能错过对的人。首先声明一点，在这里遇见了各种托儿，白银托，原油托，彩票托，邮票托，咖啡托，酒托，还有借钱的骗子，我已产生了抗体，请上述人…
硕士,174,暂未购车,需要时购置,64,射手座,汉族,牛,O,"30,或以上","160,172",不限,不限,不限,不限,jay,未婚,浦东新区,喜欢看看书，晒晒太阳，有假期的时候喜欢出去玩。凡事不会强求，喜欢顺其自然。为人真诚善良，喜欢唱歌，喜欢宠物...
大专,178,暂未购车,独自租房,70,天秤座,汉族,马,B,"30,39","151,174",不限,不限,不限,广东深圳,上善若水,未婚,深圳,一切当下最好！加油吧，所有的朋友们，有合适靠谱的，要相信真爱，主动出击。时光无情，又要过年了，可曾想过带个人回家，不再孤单，有个温暖知心的伴。         婚姻不单要为自己着想…
高中中专及以下,183,已经购车,需要时购置,86,金牛座,汉族,猴,其它,"不限,","160,190",不限,不限,未婚,不限,落叶归根,未婚,淮安,我想找一个和我能够真心诚义同甘共苦的女孩牵手短暂一生，此刻的你在哪？但愿早点遇见你，余生都是你...
大专,170,暂未购车,已购住房,67,巨蟹座,--,猪,--,"57,70","150,175",不限,不限,不限,不限,勋,离异,湖州, 岁月在流逝，只想找个和我相携一生的伴侣，那是最美的风景：一杯清茶，阳台上的两把藤椅上坐着两个慢慢老去的爱人，迟暮但安详。...
本科,180,已经购车,已购住房,75,射手座,汉族,马,B,"48,65","140,",不限,不限,不限,不限,旅行者,离异,海淀,为了自己想过的生活，勇于放弃一些东西。这个世界没有公正之处，你也永远得不到两全之计。若要自由，就得牺牲安全；若要闲散，就不能获得别人评价中的成就；若要愉悦，就无须计较身边的人对你的…
本科,178,--,--,--,双子座,--,鼠,--,"18,24","165,173",不限,大专或以上,未婚,北京,磊恋风尘,未婚,东城,"人不可有傲气,但不可无傲骨!
不是恋风尘 只被前缘误~~~~~~~~~~~~~~~"
本科,170,暂未购车,暂未购房,75,狮子座,汉族,鼠,O,"18,33","146,165",不限,不限,未婚,不限,大航,未婚,桂林,一个人的生活不是完美的，让我们一起分享受生活中的快乐...
本科,170,已经购车,已购住房,55,处女座,汉族,鼠,A,"22,25","155,170",不限,不限,未婚,内蒙古呼伦贝尔,老人与海,未婚,山南,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。...
大专,173,已经购车,已购住房,85,金牛座,朝鲜族,蛇,A,"30,40","不限,",不限,不限,不限,国外韩国,蓝天,未婚,韩国,岁月在流逝，只想找个和我相携一生的知己伴侣，那是最美的风景...
本科,182,已购车（中档型）,已购住房,75,狮子座,汉族,狗,--,"28,35","165,175",不限,不限,未婚,四川成都,程宇,未婚,成都,姐姐们不要找我吧。。。。。。。。。。。。。。。。。...
本科,180,已购车（经济型）,与父母同住,--,水瓶座,满族,鸡,B,"31,39","164,172",不限,本科,未婚,北京,进位,未婚,西城,真诚、善良、用真心对待每一个人！    世间最浪漫的话不是“我爱你”，而是“在一起”！...
双学士,180,已经购车,已购住房,80,双子座,汉族,猪,O,"25,35","160,175",不限,不限,未婚,美国,无尽秋思,未婚,加利福尼亚州,生于红旗下，知识分子家庭长大的孩子。2006年来美求学工作路上十几年，蹉蹉跎跎过辗转迂回过，纵使南辕北辙自己一个人也都硬生生的扛了过来，也并不是相信未来能有多么美好，而是。。来都来…
本科,175,暂未购车,需要时购置,81,天秤座,汉族,兔,B,"38,44","160,175",不限,不限,不限,广东湖南湖北,top,离异,深圳,"我很普通 ,但也很想有爱情和家庭 ,因为没有爱情比较难受 ,没有家庭 有点可怕 ，我希望 我的另一半 年龄在38岁-44岁之间，温柔体贴，善解人意，孝顺长辈，有责任心。......"
本科,175,暂未购车,独自租房,63,天秤座,汉族,虎,A,"18,35","152,175",不限,不限,未婚,不限,龙华,未婚,广州,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉，我的你在哪里啊？…
大专,175,暂未购车,已购住房,70,双鱼座,汉族,猪,O,"不限,","160,170",不限,大专,未婚,河北邢台,寻那不记得失的相随,未婚,邢台,遇到你之前，幸福对我来说无论怎样都是单薄。期待牵着你的手，一直向前走去。我相信，幸福就跟在我们身后。    期待你的来信！...
本科,170,已经购车,已购住房,65,白羊座,汉族,马,--,"40,50","160,165",不限,大专或以上,离异,不限,无名氏,离异,辽阳,"实实在在做人实实在在做事实实在在聊天,自由人不拘小节独往独来单身..."
高中中专及以下,170,暂未购车,暂未购房,59,巨蟹座,汉族,马,O,"20,50","150,180",不限,不限,未婚,广东,yzffff,离异,河源,我介绍：找一个喜欢的人很容易，但找到一个既喜欢又能融洽的就很难，喜欢一个人不难，但爱一个人就很难，因为爱不单单是喜欢，喜欢只是片面，欣赏她优美的一面，但很多缺点都不知。而在那一天为…
本科,168,已经购车,已购住房,65,天秤座,汉族,羊,O,"30,33","155,165",不限,大专,未婚离异,江西赣州,风尘侠客,未婚,赣州,能陪伴一生才是幸福，我向往有家的那种温馨，我在向你招手，流逝了很多个秋冬，希望能在这个春季蕴育爱情，还需说明的是，我是直接奔结婚而来的，不是谈感情再结婚的，如果你是想谈谈的就不用私…
本科,173,--,--,--,天秤座,--,鸡,--,"28,35","160,170",不限,不限,不限,重庆,阿奎,离异,沙坪坝,我是一个很平凡的人，喜欢运动，音乐，旅游。为人真诚热情，可工作的时候太忙，一不小心年龄以大，曾经有过一段不完美的婚姻，今天偶然进…
本科,176,已购车（中档型）,已购房,--,水瓶座,汉族,蛇,O,"36,49","不限,",不限,不限,不限,四川,一叶知秋知悲伤,丧偶,成都,很多偶然机会是在你向某一个方向努力坚持的时候出现，这些机会对于你来说是必然中的偶然，因为事情本身来说是非常偶然的，但只要你朝某一…
大专,185,暂未购车,已购住房,75,射手座,汉族,龙,B,"25,33","160,172",不限,不限,不限,湖北武汉,东东,离异,武汉,"本人75年12月6号出生，属兔，老家十堰，以前在武警湖北省总队服役3年，退伍后，在深圳打过工，后来又回到武汉发展。                        
   个人名下，…"
大专,175,暂未购车,与父母同住,80,双子座,汉族,猴,--,"39,48","160,170",不限,大专,未婚离异,上海,小熊,离异,徐汇,"宽容,善良,有爱心,可以聊天,说话,吐露心声的人."
本科,177,已购车（中档型）,已购住房,75,处女座,汉族,兔,--,"25,50","不限,",不限,不限,不限,吉林,源朗,离异,长春,中等身材，睿智眼神，沙哑嗓音，灿烂笑容，真诚于你…...
本科,184,已经购车,已购住房,88,双子座,汉族,狗,其它,"28,40","160,176",不限,不限,不限,山东济南,回头想想,离异,济南, 有时候望着地平线的方向，我在想，自己一路走来，明天又将去向哪里呢。快乐过也失落过，一个人旅途太漫长，我希望能两个人一起共同度过!...
本科,175,已经购车,已购住房,65,摩羯座,汉族,兔,AB,"26,46","160,178",不限,不限,不限,不限,李晔,未婚,太原,我在原地等待，到了这个年龄，仿佛又回到了，20多岁的时光。一切归零，重新来过，在这新的一年里，愿我历尽沧桑，归来任是少年。没有照片的就不要给我发信息了。我本人不用扣扣好多年了，留扣…
本科,180,已经购车,已购住房,75,巨蟹座,汉族,鸡,AB,"35,50","155,175",不限,本科,不限,不限,月下踏雪,离异,济南,不说太多了，只想找个老婆好好疼，恩恩爱爱过一生。        我是省直一家事业单位的正式事业编制人员。收入撑不死饿不着，住在济南东部，无任何负担，生活极其规律平淡，渴望成家。......
本科,172,暂未购车,已购住房,75,水瓶座,汉族,猪,--,"47,49","161,170",不限,大专或以上,离异丧偶,山东青岛山东济南山东淄博山东烟台,孤雁远行,离异,青岛,"缘分的天空下, 等待有缘人.希望你也是真诚的。..."
大专,170,--,已购住房,70,摩羯座,汉族,羊,A,"60,73","150,165",不限,不限,离异丧偶,不限,秋叶,离异,郑州,"本人金融单位工作,现已退休，有房独居，干净整洁、独立生活能力较强；为人坦城率真，有函养、貌显年轻、无不良嗜好；喜欢传统文化和京剧。相信关爱是最好的问候,坦诚是最好的品德,健康是最好…"
本科,173,暂未购车,已购住房,72,天秤座,汉族,龙,A,"28,36","160,",不限,不限,不限,不限,家的感觉,未婚,张家口,"发给我信件，务必贴邮票。  我生活和工作在张家口桥东区，  3套市区住房, 在机关工作， 休息时喜欢看书或旅行. 希望今年结婚，希望你善良，端庄. 房子都很近，女方父母可以搬过来，以后照顾......"
本科,165,已购车（经济型）,已购住房,60,狮子座,汉族,牛,O,"25,34","150,170",不限,不限,未婚,上海青浦,聆听落叶,未婚,青浦,就想结婚了，以结婚为目的，不是的请绕行！没实名制的不用浪费彼此时间了...
本科,170,暂未购车,已购住房,64,射手座,汉族,牛,O,"24,32","160,170",不限,不限,未婚,陕西宝鸡,阳光男孩,未婚,宝鸡,漂泊累了，希望能在这里早日找到人生中的另一半。...
大专,170,已经购车,已购住房,55,天秤座,汉族,猪,O,"29,45","155,170",汉族,不限,不限,湖北武汉,冰摩卡,离异,None,收入点错，修改不了，想找位简单没有套路，彩票，投资女谢谢别浪费你我时间（正常一点）的女生，觉得合适就互相认识一下...
大专,171,暂未购车,已购住房,66,双鱼座,汉族,兔,O,"35,45","155,170",不限,不限,不限,不限,二月兔子,未婚,太原,佳缘福地.光棍希冀.发出爱字.迎来复语.独白有简繁.有日喜游.有日喜曲.有日喜读.常点爱好相同者手机约聊.自述经历及生活状况.山南海北也有海外回复者甚广.大多数按照交友规则以佳缘模…
本科,165,已经购车,已购住房,67,双鱼座,汉族,虎,O,"34,43","157,180",不限,不限,离异丧偶,湖北宜昌,杜丘,丧偶,宜昌,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？希望你是勤劳善良有气质大方的你可以和我走完剩下的路。......
大专,175,--,--,--,双鱼座,--,狗,--,"18,33","130,260",不限,不限,不限,湖南衡阳,洛兰,未婚,衡阳,"我是一个冷静,乐观,靠谱的人 ，是个不折不扣的话唠，关于外貌，简单形容就是中等身材。"
本科,179,已经购车,已购住房,65,摩羯座,汉族,狗,O,"18,32","158,176",不限,不限,未婚,湖北黄石,小韩,未婚,黄石,(想结婚的才发信)本人经济基础不好不差，如果你也是这样，我们可以过一个小资生活，如果你经济一般，我们可以过一个小康生活，如果你一无所有，但是有颗善良的心，我们可以过一个小民生活。如…
本科,164,暂未购车,已购住房,58,处女座,汉族,猴,O,"30,40","不限,",不限,不限,不限,广西南宁,门迪,未婚,南宁,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的相遇能够开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。      …
大专,175,暂未购车,已购住房,75,天秤座,汉族,牛,O,"28,36","160,170",不限,不限,未婚离异,重庆,痞子,未婚,渝北,"只愿得一人心❤️，白首不分离！那个人是你，是你，还是你吗？
几种就不用联系了:
一、理财、股票不要对我推荐。
二、网堵、网上彩票不要向我介绍。
三、网络销售（如茶叶类）不要讲故事向…"
本科,173,--,已购房,62,处女座,汉族,鸡,--,"36,","不限,",不限,不限,未婚,不限,☆阿辉,未婚,深圳,我是一个很平凡的人，希望找到一个有缘有份的你，共同创造一个温馨的家...... 希望能在今年结婚！！我是一个工程师（注册造价工程师、注册监理工程师及注册建造师），一个月税后也就20…
大专,175,暂未购车,与父母同住,--,处女座,壮族,猴,O,"33,43","155,168",不限,不限,不限,广西,万一我来,未婚,来宾,希望在16年里找到我的她。我的你在哪里，快出现吧。...
大专,178,暂未购车,已购房,80,双子座,汉族,鸡,A,"45,57","158,173",不限,不限,不限,不限,老徐,离异,忻州,在漫漫的人海里能遇到一位温柔 善良的她是我的缘，我会真诚真意的和她共渡一生。  我向往的是夫妻恩爱和美                                       …
大专,170,已经购车,已购房,65,金牛座,汉族,猪,B,"25,35","150,170",不限,不限,未婚,上海,一直很安静,未婚,浦东新区,我是一个喜欢简单安静生活的成熟男性，希望在茫茫人海中找到能相伴终身的她，我相信缘会让你我相知相识，希望你能和我在一起永远幸福快乐，如果你需要一个坚强的肩膀依靠的话可以回信我，希望我…
硕士,178,暂未购车,暂未购房,65,摩羯座,其它民族,虎,O,"28,45","150,175",不限,大专,未婚离异,国外日本,宗政,未婚,徐汇,"我是一个从小热爱中国文化的日本人.到上海已经有10年了.一直在一个陌生的城市里生活.虽然有了同学,朋友,同事.但是到现在一直都是一个人.可能是因为我自己比较内向.同事和我说了,才知…"
本科,174,--,--,68,水瓶座,汉族,虎,--,"26,36","160,170",不限,不限,不限,北京,靠近我，温暖你,离异,海淀,我希望我们的结合能成为一段爱情的神话。我在世业上不一定能成功，但我一定成为一个负责任的男人。只要你孝顺，温柔懂事，其他一切对我来说都…...
大专,177,已经购车,已购住房,60,双子座,汉族,鼠,B,"18,30","155,175",不限,不限,不限,湖南衡阳,磕磕绊绊,离异,衡阳,爱是个奇妙的东西，不知不觉就来了，它来的时候你根本无法阻挡，不管是不是富贵贫穷，也不管高矮胖瘦，更不管美丽与否~只因它是爱·这样的爱很难得，希望在这里能遇到我爱的人~~......
本科,178,已购车（中档型）,已购住房,55,巨蟹座,汉族,龙,B,"27,45","150,180",不限,不限,不限,广东,chenanyi,丧偶,广州,"收入稳定，已经拥有房子,对方婚史不限25至45岁及体贴与善良。..."
大专,175,已经购车,已购住房,65,狮子座,汉族,猴,--,"32,42","158,175",不限,不限,不限,天津,平凡,未婚,南开,本人现有的经济能力，只能够养活自己，所以我想找寻的伴侣，必须要有五险一金（关键是养老金）有小孩的请不要在联系我了，我真的不能接受，绝对不能接受。每天我只是登陆佳缘看看，有没有适合自…
本科,172,暂未购车,已购住房,70,天蝎座,汉族,鸡,A,"35,40","157,170",不限,大专,离异丧偶,北京,麽麽茶的春天,离异,海淀,请看完独白再发信，看了许多系统发信，买了邮票回信对方也不回，这是坑爹啊，其实是佳缘坑爹！能不能您也给回一封啊，别默默的就给我否了好吗？   我一个离了婚的男人，孩子归了他妈，因为…
